,ITE_ITEM_TITLE,DESC,CLUSTER
311,6x tampas calco de metalon cadeiras mesa de 3 polegadas,6x tampas calco de metalon cadeiras mesa de 3 poleg,2
312,tenis everlast monster 2 masculino cross  preto latex,tenis everlast monster 2 masculino cross  preto latex,2
313,tenis chuncky sneaker feminino sapatenis original moda dhl,tenis chuncky sneaker feminino sapatenis original moda dhl,1
314,tenis capricho likes platform class feminino preto e marrom,tenis capricho likes platform class feminino preto e marrom,1
315,sapatenis profissional fechado tenis soft work  com ca ,sapatenis profissional fechado tenis soft work  com ca ,2
316,tenis feminino calce facil casual ,tenis feminino calce facil casual ,1
317,caloi explorer sport mountain bike aro 29 2021 melhor preco,caloi explorer sport mountain bike aro 29 2021 melhor prec,0
318,tv de plasma lg 42pn4600  tv nao liga vendo ela inteira,tv de plasma lg 42pn4600  tv nao liga vendo ela int,0
319,tenis promocao produto igual da foto com brinde ,tenis promocao produto igual da foto com brinde ,2
320,tenis knit anatomico infantil klin feminino 199075,tenis knit anatomico infantil klin feminino 199075,1
321,tenis esportivo cheia de marra fitness feminino spike treino,tenis esportivo cheia de marra fitness feminino spike trein,1
322,tenis polo north  pn130,tenis polo north  pn130,2
323,tenis aquatek nautika sapatilha rio jet ski,tenis aquatek nautika sapatilha rio jet sk,2
324,tenis urban encore mormaii,tenis urban encore mormai,2
325,sapatilha kart ks 2 omp  pretobrancovermelho no 39 br,sapatilha kart ks 2 omp  pretobrancovermelho no 39 br,2
326,tenis infantil kidy 0451034 pretopinkrosa,tenis infantil kidy 0451034 pretopinkr,2
327,tenis usthemp amy vegano casual ovelheiro gaucho,tenis usthemp amy vegano casual ovelheiro gauch,2
328,sapatenis original da osklen couro legitimo tamanho 40 a 44,sapatenis original da osklen couro legitimo tamanho 40 a 44,2
329,bicicleta flybikes 2021 sion rhd preta fosca 21 ,bicicleta flybikes 2021 sion rhd preta fosca 21 ,0
330,tenis feminino casual basico bebece,tenis feminino casual basico bebec,1
331,tenis oakley flak 2 brown novo modelo,tenis oakley flak 2 brown novo model,2
332,tenis original cloudpacer 270 m adidas d96320,tenis original cloudpacer 270 m adidas d96320,2
333,tenis meia infantil meninos hulk calce facil oculos relogio,tenis meia infantil meninos hulk calce facil oculos relogi,2
334,tenis adidas ultimashow pretobranco,tenis adidas ultimashow pretobranc,2
335,tenis under armour charged skyline 2 masculino  azul petrol,tenis under armour charged skyline 2 masculino  azul petrol,2
336,trek madone 9 series,trek madone 9 seri,2
337,tenis nike crater impact react,tenis nike crater impact react,2
338,bicicleta infantil aro 12 menino masculina 2 a 5 anos ,bicicleta infantil aro 12 menino masculina 2 a 5 anos ,0
339,combo 3 tenis polo masculinos caminhada treino academia leve,combo 3 tenis polo masculinos caminhada treino academia lev,2
340,tenis superga 2750 suede conhaque,tenis superga 2750 suede conhaqu,2
341,tenis masculino x9000l4  black signal orange ,tenis masculino x9000l4  black signal orange ,2
342,tenis slip on feminino infantil estampada kidstep 10890452 ,tenis slip on feminino infantil estampada kidstep 10890452 ,1
343,tenis menina yacht infantil slip on feminino casual,tenis menina yacht infantil slip on feminino cas,1
344,kit 2 pares tenis feminino casual ks boots original promocao,kit 2 pares tenis feminino casual ks boots original promoca,1
345,rainha stop feminino estilo elegancia saude durabilidade,rainha stop feminino estilo elegancia saude dur,1
346,tenis olympikus vetor 787 masculino running preto caminhada,tenis olympikus vetor 787 masculino running preto caminh,2
347,tenis masculino asics patriot 11a,tenis masculino asics patriot 11,2
348,nike 12 molas replica,nike 12 molas repl,2
349,tenis flash casual customizado promocao cores,tenis flash casual customizado promocao c,2
350,bicicleta mongoose bmx,bicicleta mongoose bmx,0
351,tenis sapatenis feminino lancamento casual macio skalvin,tenis sapatenis feminino lancamento casual macio skalvin,1
352,tenis new balance evoz academia dia a dia trainer original,tenis new balance evoz academia dia a dia trainer orig,2
353,tenis masculino lancamento passeio academia corrida leve 480,tenis masculino lancamento passeio academia corrida leve 480,2
354,tenis masculino everlast bunker flow calcado confortavel,tenis masculino everlast bunker flow calcado conforta,2
355,tenis lv archlight usado,tenis lv archlight us,2
356,tenis infantil bibi roller celebretion ref 1079016,tenis infantil bibi roller celebretion ref 1079016,2
357,kit 2 tenis feminino vivet jogging original pronta entrega,kit 2 tenis feminino vivet jogging original pronta entreg,1
358,sapatenis casual bmbrasil de zipper 826 vinho,sapatenis casual bmbrasil de zipper 826 v,2
359,tenis mizuno space masculino  pretolaranja,tenis mizuno space masculino  pretolaranj,2
360,sapato infantil social tenis escolar aniversario festa luxo,sapato infantil social tenis escolar aniversario festa lux,2
361,tenis feminino caminhada corrida esporte super confortavel ,tenis feminino caminhada corrida esporte super confortavel ,1
362, tenis feminino casual tie dye acompanha brinde relogio , tenis feminino casual tie dye acompanha brinde relogio ,1
363,tenis botinha feminina bota fitnes academia cano medio macia,tenis botinha feminina bota fitnes academia cano medio mac,2
364,tenis hocks tempus masculino original 12011,tenis hocks tempus masculino original 12011,2
365,tenis oakley socket cinza,tenis oakley socket cinz,2
366,sapatilha ciclismo mtb giro ranger conforto reforcado,sapatilha ciclismo mtb giro ranger conforto reforc,0
367,tenis infantil feminino ortope sport baby menina bebe,tenis infantil feminino ortope sport baby menina beb,1
368,bicicleta caloi supra r29 21v aluminio,bicicleta caloi supra r29 21v alumini,0
369,tenis infantil masculino mickey com led luzinha,tenis infantil masculino mickey com led lu,2
370,tenis feminino basic branco,tenis feminino basic branc,1
371,tenis usthemp spice tematico shihtzu preto e branco,tenis usthemp spice tematico shihtzu preto e branc,2
372,tenis feminino kolosh  0787,tenis feminino kolosh  0787,1
373,tenis actvitta marinho preto masculino 4908101 original,tenis actvitta marinho preto masculino 4908101 orig,2
374,bicicleta  infantil nathor mini antonella antonella aro 12 ,bicicleta  infantil nathor mini antonella antonella aro 12 ,0
375,tenis cocacola basket resort off white original,tenis cocacola basket resort off white orig,2
376,tenis feminino sapatenis casual fashion moda estiloso macio ,tenis feminino sapatenis casual fashion moda estiloso macio ,1
377,tenis adidas vs pace masculino branco eh0019,tenis adidas vs pace masculino branco eh0019,2
378,tenis infantil puma st runner v2 mesh v ps,tenis infantil puma st runner v2 mesh v p,2
379,sapa tenis couro ecologico velutti marrom escuro n 4344,sapa tenis couro ecologico velutti marrom escuro n 4344,2
380,tenis feminino infantil led minnie  tenis meia ,tenis feminino infantil led minnie  tenis meia ,1
381,sapatilha avva mtb 40br ao 44br,sapatilha avva mtb 40br ao 44br,0
382,nike air force 1 uv reactive swoosh,nike air force 1 uv reactive swoosh,2
383,tenis sapato slipon coracao vermelho exclusivo novidade top,tenis sapato slipon coracao vermelho exclusivo novidade top,2
384,nike lebron 15 vermelho,nike lebron 15 vermelh,2
385,tenis usthemp long tematico  poodle branco,tenis usthemp long tematico  poodle branc,2
386,tenis masculino dynamic  343 olympikus 16  marinhodoura,tenis masculino dynamic  343 olympikus 16  marinhodo,2
387,tenis masculino street luxuoso marca top super resistente,tenis masculino street luxuoso marca top super resist,2
388,sapatenis menina infantil calce facil ultraconfortavel 903,sapatenis menina infantil calce facil ultraconfortavel 903,2
389,tenis feminino napa brancoprata,tenis feminino napa brancoprat,1
390,sapatilha giro rincon sistema boa l6 synchwire preta clip  ,sapatilha giro rincon sistema boa l6 synchwire preta clip  ,0
391,tenis skechers masculino burns brantley 87,tenis skechers masculino burns brantley 87,2
392, bicicleta aro29 avance inception 21v shimano freio a disco , bicicleta aro29 avance inception 21v shimano freio a disco ,0
393,tenis mizuno dynasty 3 masculino  cinza e azul,tenis mizuno dynasty 3 masculino  cinza e azul,2
394,tenis usthemp volare collab  tamandua,tenis usthemp volare collab  tamandu,2
395,tenis masculino casual pipper em couro legitimo sola airmove,tenis masculino casual pipper em couro legitimo sola airmov,2
396,tenis asics gelquantum 360 geracao 5 azul e preto feminino,tenis asics gelquantum 360 geracao 5 azul e preto feminin,2
397,tenis preto feminino casual promocao sintetico mendii,tenis preto feminino casual promocao sintetico mendi,1
398,tenis cano baixo unissex palmilha gel para academia e danca ,tenis cano baixo unissex palmilha gel para academia e danca ,2
399,sapatenis masculino couro azul tenis casual brinde cinto palmilha gel confort forrada em couro,sapatenis masculino couro azul tenis casual brinde cinto palmilha gel confort forrada em cour,2
400,tv plasma 32 polegadas lg,tv plasma 32 polegadas lg,0
401,tenis under armour hovr summit intro trailrun original,tenis under armour hovr summit intro trailrun orig,2
402,bicicleta cargueira,bicicleta cargu,0
403,tenis usthemp spice tematico   catdog srd,tenis usthemp spice tematico   catdog srd,2
404,tenis casual luelua infantil feminino princesa,tenis casual luelua infantil feminino princ,1
405,tenis infantil bibi on way menino 1108029 ,tenis infantil bibi on way menino 1108029 ,2
406,2 pares tenis feminino casual sapatenis sap eleganteria,2 pares tenis feminino casual sapatenis sap elegant,1
407,tenis masculino botinha infantil promocao jm1114,tenis masculino botinha infantil promocao jm1114,2
408,bicicleta caloi hot wheels  aro 12,bicicleta caloi hot wheels  aro 12,0
409,fat bike pneu largo aro 26 aluminio 11v deore redstone,fat bike pneu largo aro 26 aluminio 11v deore redston,0
410,tenis feminino 2 pares casual feminino original leve moda,tenis feminino 2 pares casual feminino original leve mod,1
411,tenis olympikus valente menino  cadarco,tenis olympikus valente menino  cadarc,2
412,sapatenis masculino barato casual cadarcorelogio e oculos,sapatenis masculino barato casual cadarcorelogio e ocul,2
413,tenis de led menino naruto novo modelo 2021,tenis de led menino naruto novo modelo 2021,2
414,tenis go run ride 8 feminino,tenis go run ride 8 feminin,2
415,kit slip on infantil unicornio colorido 676778 e mochila,kit slip on infantil unicornio colorido 676778 e mochil,2
416,tenis chunky sneaker casual moda blogueiras  pronta entrega,tenis chunky sneaker casual moda blogueiras  pronta entreg,1
417,tenis feminino moleca 5712205,tenis feminino moleca 5712205,1
418,bicicleta aro 29 quadro 19 aco 21 freio disco mec ptopink,bicicleta aro 29 quadro 19 aco 21 freio disco mec ptopink,0
419,tenis actvitta dallas nylon filme cataluna,tenis actvitta dallas nylon filme catalun,2
420,tenis usthemp clash tematico  lhama,tenis usthemp clash tematico  lham,2
421,tenis feminino casual bebece t1332261 com cadarco,tenis feminino casual bebece t1332261 com cadarc,1
422, slip casual infantil menino azul pimpolho sem cadarco, slip casual infantil menino azul pimpolho sem cadarc,2
423,sapato usthemp legend art phantom wolf,sapato usthemp legend art phantom wolf,2
424,tenis vizzano camurca  casual feminino sola alta original,tenis vizzano camurca  casual feminino sola alta orig,1
425,tenis oakley ridde masculino  fof10011722y,tenis oakley ridde masculino  fof10011722y,2
426,tenis quiz botinha feminino tie dye summer 66179113,tenis quiz botinha feminino tie dye summer 66179113,1
427,tenis feminino dakota chunky plataforma street,tenis feminino dakota chunky plataforma street,1
428,tenis sneakear via marte tye die 2014907,tenis sneakear via marte tye die 2014907,2
429,tenis feminino flatform casual nobuck via marte 2110101,tenis feminino flatform casual nobuck via marte 2110101,1
430,bicicleta track tb trivo adulto aro 29,bicicleta track tb trivo adulto aro 29,0
431,new balance 1080v11 size us15 48br ,new balance 1080v11 size us15 48br ,2
432,sapatenis  tenis infantil masculino gibizinho g249,sapatenis  tenis infantil masculino gibizinho g249,2
433,tenis via marte chunky sneaker casual feminino promocao,tenis via marte chunky sneaker casual feminino promoca,1
434,tenis sapatilha feminino sapatenis confort meia calce facil,tenis sapatilha feminino sapatenis confort meia calce facil,1
435,tenis nike air max 38,tenis nike air max 38,2
436,tenis infantil menina fashion metalizado barato confortavel,tenis infantil menina fashion metalizado barato conforta,2
437,tenis feminino infantil molekinha rosa e preto confortavel,tenis feminino infantil molekinha rosa e preto conforta,1
438,tenis olympikus jogging 100 clasico 274401,tenis olympikus jogging 100 clasico 274401,2
439,tenis usthemp short clean  black wsole,tenis usthemp short clean  black wsol,2
440,tenis glitterpreto canelado moleca 015010,tenis glitterpreto canelado moleca 015010,2
441,tenis olympikus original chumbo feminino sunna,tenis olympikus original chumbo feminino sunn,1
442,tenis juvenil calce facil preto laco envio imediato  ,tenis juvenil calce facil preto laco envio imediato  ,2
443,tenis new balance 997h classic masculino marinho cm997hda,tenis new balance 997h classic masculino marinho cm997hd,2
444,tenis moleca napa nature matelasse feminino  565810020048,tenis moleca napa nature matelasse feminino  565810020048,1
445,tenis masculino olympikus astro marinho,tenis masculino olympikus astro m,2
446,tv sony retroprojecao 42 polegadas  lampada queimada,tv sony retroprojecao 42 polegadas  lampada queim,0
447,tenis usthemp long tem  pirlo welsh corgi pembroke 2,tenis usthemp long tem  pirlo welsh corgi pembroke 2,2
448,tenis xfly future casual feminino macio coca cola cc1943 ,tenis xfly future casual feminino macio coca cola cc1943 ,1
449,tenis casual kolosh confortavel c2781 novo e original,tenis casual kolosh confortavel c2781 novo e orig,1
